surface	surface_slp1	depth	freq	band	members	members_ru	ladder_tails	rungs_json
dharmarājasya	DarmarAjasya	2	121	ядро	dharma|rāja	дхарма|царь	rāja|dharma-rāja	"[{""step"": 1, ""member"": ""rāja"", ""ru"": ""царь"", ""ru_variants"": [""царь"", ""царя"", ""Царь""], ""tail"": ""rāja"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dharma"", ""ru"": ""дхарма"", ""ru_variants"": [""дхарма"", ""дхармы"", ""закон""], ""tail"": ""dharma-rāja"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
triguṇaṁ	triguRaṁ	2	120	ядро	tri|guṇa	три|гуны	guṇa|tri-guṇa	"[{""step"": 1, ""member"": ""guṇa"", ""ru"": ""гуны"", ""ru_variants"": [""гуны"", ""гун"", ""достоинства""], ""tail"": ""guṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tri"", ""ru"": ""три"", ""ru_variants"": [""три"", ""тремя"", ""трех""], ""tail"": ""tri-guṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
tryahaṁ	tryahaṁ	2	120	ядро	tri|aha	три|дни	aha|tri-aha	"[{""step"": 1, ""member"": ""aha"", ""ru"": ""дни"", ""ru_variants"": [""дни"", ""я"", ""дней""], ""tail"": ""aha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tri"", ""ru"": ""три"", ""ru_variants"": [""три"", ""тремя"", ""трех""], ""tail"": ""tri-aha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
dinatrayam	dinatrayam	2	118	ядро	dina|traya	день|три	traya|dina-traya	"[{""step"": 1, ""member"": ""traya"", ""ru"": ""три"", ""ru_variants"": [""три"", ""трое"", ""трех""], ""tail"": ""traya"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dina"", ""ru"": ""день"", ""ru_variants"": [""день"", ""дней"", ""дни""], ""tail"": ""dina-traya"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
narendra	narendra	2	112	ядро	nara|indra	человек|Индра	indra|nara-indra	"[{""step"": 1, ""member"": ""indra"", ""ru"": ""Индра"", ""ru_variants"": [""Индра"", ""Индры"", ""Индру""], ""tail"": ""indra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""nara"", ""ru"": ""человек"", ""ru_variants"": [""человек"", ""мужи"", ""люди""], ""tail"": ""nara-indra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
kuntīputro	kuntIputro	2	107	ядро	kuntī|putra	Кунти|сын	putra|kuntī-putra	"[{""step"": 1, ""member"": ""putra"", ""ru"": ""сын"", ""ru_variants"": [""сын"", ""сына"", ""сыновей""], ""tail"": ""putra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""kuntī"", ""ru"": ""Кунти"", ""ru_variants"": [""Кунти"", ""к Кунти"", ""кунти""], ""tail"": ""kuntī-putra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
brahmalokaṁ	brahmalokaṁ	2	103	ядро	brahman|loka	Брахман|мир	loka|brahman-loka	"[{""step"": 1, ""member"": ""loka"", ""ru"": ""мир"", ""ru_variants"": [""мир"", ""миры"", ""мире""], ""tail"": ""loka"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""brahman"", ""ru"": ""Брахман"", ""ru_variants"": [""Брахман"", ""брахман"", ""Брахмана""], ""tail"": ""brahman-loka"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
indrāgnī	indrAgnI	2	103	ядро	indra|agni	Индра|Агни	agni|indra-agni	"[{""step"": 1, ""member"": ""agni"", ""ru"": ""Агни"", ""ru_variants"": [""Агни"", ""огонь"", ""о Агни""], ""tail"": ""agni"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""indra"", ""ru"": ""Индра"", ""ru_variants"": [""Индра"", ""Индры"", ""Индру""], ""tail"": ""indra-agni"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
śaravarṣeṇa	SaravarzeRa	2	103	ядро	śara|varṣa	стрелами|лет	varṣa|śara-varṣa	"[{""step"": 1, ""member"": ""varṣa"", ""ru"": ""лет"", ""ru_variants"": [""лет"", ""дождь"", ""год""], ""tail"": ""varṣa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""śara"", ""ru"": ""стрелами"", ""ru_variants"": [""стрелами"", ""стрелы"", ""стрел""], ""tail"": ""śara-varṣa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
trirātraṁ	trirAtraṁ	2	102	ядро	tri|rātra	три|ночей	rātra|tri-rātra	"[{""step"": 1, ""member"": ""rātra"", ""ru"": ""ночей"", ""ru_variants"": [""ночей"", ""ночь"", ""стражу ночи""], ""tail"": ""rātra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tri"", ""ru"": ""три"", ""ru_variants"": [""три"", ""тремя"", ""трех""], ""tail"": ""tri-rātra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
maharṣibhiḥ	maharziBiH	2	99	частые	mahat|ṛṣi	великий|риши	ṛṣi|mahat-ṛṣi	"[{""step"": 1, ""member"": ""ṛṣi"", ""ru"": ""риши"", ""ru_variants"": [""риши"", ""мудрец"", ""мудрецы""], ""tail"": ""ṛṣi"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-ṛṣi"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahāsattvo	mahAsattvo	2	99	частые	mahat|sattva	великий|саттва	sattva|mahat-sattva	"[{""step"": 1, ""member"": ""sattva"", ""ru"": ""саттва"", ""ru_variants"": [""саттва"", ""существо"", ""благость""], ""tail"": ""sattva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-sattva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
bhagavānātreyaḥ	BagavAnAtreyaH	2	98	частые	bhagavat|ātreya	владыка|Атрея	ātreya|bhagavat-ātreya	"[{""step"": 1, ""member"": ""ātreya"", ""ru"": ""Атрея"", ""ru_variants"": [""Атрея"", ""Атрейи"", ""Атри""], ""tail"": ""ātreya"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""bhagavat"", ""ru"": ""владыка"", ""ru_variants"": [""владыка"", ""почтенный"", ""Почтенный""], ""tail"": ""bhagavat-ātreya"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
nṛpottama	nfpottama	2	98	частые	nṛpa|uttama	царь|высшее	uttama|nṛpa-uttama	"[{""step"": 1, ""member"": ""uttama"", ""ru"": ""высшее"", ""ru_variants"": [""высшее"", ""лучший"", ""превосходнейший""], ""tail"": ""uttama"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""nṛpa"", ""ru"": ""царь"", ""ru_variants"": [""царь"", ""царя"", ""цари""], ""tail"": ""nṛpa-uttama"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svarūpaṁ	svarUpaṁ	2	98	частые	sva|rūpa	свой|образ	rūpa|sva-rūpa	"[{""step"": 1, ""member"": ""rūpa"", ""ru"": ""образ"", ""ru_variants"": [""образ"", ""облик"", ""формы""], ""tail"": ""rūpa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-rūpa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
namonamaḥ	namonamaH	2	97	частые	namas|namas	поклонение|поклонение	namas|namas-namas	"[{""step"": 1, ""member"": ""namas"", ""ru"": ""поклонение"", ""ru_variants"": [""поклонение"", ""поклон"", ""с поклонением""], ""tail"": ""namas"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""namas"", ""ru"": ""поклонение"", ""ru_variants"": [""поклонение"", ""поклон"", ""с поклонением""], ""tail"": ""namas-namas"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahārathān	mahAraTAn	2	95	частые	mahat|ratha	великий|колесницу	ratha|mahat-ratha	"[{""step"": 1, ""member"": ""ratha"", ""ru"": ""колесницу"", ""ru_variants"": [""колесницу"", ""колесница"", ""колесницы""], ""tail"": ""ratha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-ratha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
varadaṁ	varadaṁ	2	94	частые	vara|da	лучший|дай	da|vara-da	"[{""step"": 1, ""member"": ""da"", ""ru"": ""дай"", ""ru_variants"": [""дай"", ""дает"", ""дать""], ""tail"": ""da"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""vara"", ""ru"": ""лучший"", ""ru_variants"": [""лучший"", ""дар"", ""наилучший""], ""tail"": ""vara-da"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mānada	mAnada	2	93	частые	māna|da	гордость|дай	da|māna-da	"[{""step"": 1, ""member"": ""da"", ""ru"": ""дай"", ""ru_variants"": [""дай"", ""дает"", ""дать""], ""tail"": ""da"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""māna"", ""ru"": ""гордость"", ""ru_variants"": [""гордость"", ""чести"", ""гнев""], ""tail"": ""māna-da"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
maheṣvāso	mahezvAso	2	92	частые	mahat|iṣvāsa	великий|стрелком из лука	iṣvāsa|mahat-iṣvāsa	"[{""step"": 1, ""member"": ""iṣvāsa"", ""ru"": ""стрелком из лука"", ""ru_variants"": [""стрелком из лука"", ""стрелок из лука"", ""лук""], ""tail"": ""iṣvāsa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-iṣvāsa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahāraṇe	mahAraRe	2	88	частые	mahat|raṇa	великий|в битве	raṇa|mahat-raṇa	"[{""step"": 1, ""member"": ""raṇa"", ""ru"": ""в битве"", ""ru_variants"": [""в битве"", ""в сражении"", ""в бою""], ""tail"": ""raṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-raṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
mahāsuraḥ	mahAsuraH	2	87	частые	mahat|asura	великий|асуров	asura|mahat-asura	"[{""step"": 1, ""member"": ""asura"", ""ru"": ""асуров"", ""ru_variants"": [""асуров"", ""асуры"", ""Асуры""], ""tail"": ""asura"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""mahat"", ""ru"": ""великий"", ""ru_variants"": [""великий"", ""великое"", ""великого""], ""tail"": ""mahat-asura"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
tridivaṁ	tridivaṁ	2	87	частые	tri|diva	три|небу	diva|tri-diva	"[{""step"": 1, ""member"": ""diva"", ""ru"": ""небу"", ""ru_variants"": [""небу"", ""Небу"", ""День за днем""], ""tail"": ""diva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tri"", ""ru"": ""три"", ""ru_variants"": [""три"", ""тремя"", ""трех""], ""tail"": ""tri-diva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
dharaṇītale	DaraRItale	2	86	частые	dharaṇī|tala	землю|на	tala|dharaṇī-tala	"[{""step"": 1, ""member"": ""tala"", ""ru"": ""на"", ""ru_variants"": [""на"", ""ладонью"", ""поверхность""], ""tail"": ""tala"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dharaṇī"", ""ru"": ""землю"", ""ru_variants"": [""землю"", ""земля"", ""в землю""], ""tail"": ""dharaṇī-tala"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
dharmālokamukhaṁ	DarmAlokamuKaṁ	3	86	частые	dharma|āloka|mukha	дхарма|свет|лицо	mukha|āloka-mukha|dharma-āloka-mukha	"[{""step"": 1, ""member"": ""mukha"", ""ru"": ""лицо"", ""ru_variants"": [""лицо"", ""рот"", ""уста""], ""tail"": ""mukha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""āloka"", ""ru"": ""свет"", ""ru_variants"": [""свет"", ""вид"", ""взор""], ""tail"": ""āloka-mukha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""dharma"", ""ru"": ""дхарма"", ""ru_variants"": [""дхарма"", ""дхармы"", ""закон""], ""tail"": ""dharma-āloka-mukha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
