L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources
982	ajinapatrA		kosa-corroborated	0		0	0	2	vcp|skd|ap	skd|vcp	AK
983	ajinapatrikA		kosa-corroborated	0		0	0	1	abch		H
984	ajinapatrI		kosa-corroborated	0		0	0	1	vcp|ap	vcp	RĀJAN|ŚKDR
986	ajinayoni		kosa-corroborated	0		1	0	1	mw|pw|acph	acph	AK|H
997	ajihva		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H|TRIK
998	ajIkava		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
1005	ajIva		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	COLEBR|TRIK
1017	ajEkapAda		kosa-corroborated	0		0	0	1	vcp	vcp	JAṬĀDH|ŚKDR
1022	ajJawA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	skd|vcp	AK
1023	ajJala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|TRIK
1046	aYcati		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|TRIK
1057	aYjanakeSI		kosa-corroborated	0		1	0	1	skd|mw|ap|pw	skd	AK
1061	aYjanADikA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	H
1062	aYjanAvatI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	AK|HĀR
1063	aYjanika		pwg-unique	0		1	0	0	pw		H|JAṬĀDH|ŚKDR
1064	aYjanI		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap	vcp	H|HĀR|MED|RĀJAN|ŚKDR
1069	aYjalikArikA		kosa-corroborated	0		1	0	4	armh|skd|mw|ap|pw|abch|nmmb	armh|nmmb	H|RĀJAN|ŚKDR
1079	aYji	2	text-attested	1	gra	1	1	1	vcp|mw|gra|ap|pw	vcp	ŚKDR
1086	aYjIra		kosa-corroborated	0		1	1	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
1089	awaka		dict-lexical	0		0	0	0	mw		TRIK
1090	awata		dict-lexical	0		0	0	0	mw		BURN
1094	awaruza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
1095	awarUza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|H|ŚKDR
1097	awavi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|ŚKDR
1101	awA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	AK|NĪLAK|ŚKDR
1102	awAwA		kosa-corroborated	0		1	0	1	mw|pw|acsj	acsj	H
1106	awwa	1	text-attested	1	bhs	1	1	4	armh|vcp|skd|mw|bhs|ap90|ap|pw|abch	abch|armh|skd|vcp	TRIK
1108	awwaka		dict-lexical	0		1	0	0	mw|pw		HĀR
1109	awwawwa		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	JAṬĀDH|ŚKDR
1110	awwana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
1115	awwahAsaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
1116	awwahAsin		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	H
1124	awwAlikAkAra		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
1130	aWillA		dict-lexical	0		0	0	0	mw|ap90|ap		COLEBR
1135	aqqana		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1142	aRi		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	AK|H|MED|TRIK|ŚKDR
1146	aRI		dict-lexical	0		1	0	0	mw|ap|pw		AK
1149	aRIyasa		pwg-unique	0		1	0	0	pw		Ind
1159	aRuBA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	TRIK
1160	aRumaDyavIja		pwg-unique	0		1	0	0	pw		Verz
1162	aRurevatI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RĀJAN|ŚKDR
1163	aRuvedAnta		dict-lexical	0		1	0	0	mw|pw		Verz
1164	aRuvrIhi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM|ŚKDR
1172	aRqakowarapuzpI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RATNAM|ŚKDR
1173	aRqakoSa		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	abch|vcp	AK
1175	aRqakozaka		dict-lexical	0		0	0	0	mw		ŚABDAR|ŚKDR
1181	aRqavarDana		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1182	aRqavfdDi		dict-lexical	0		1	0	0	mw|pw		Verz
1183	aRqAlu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
1199	atapa		text-attested	0	bhs	1	0	0	mw|bhs|ap90|ap|pw		BURN
1205	atarka		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	ŚKDR
1206	atarkita		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	AK
1208	atalasparSa		kosa-corroborated	0		1	0	2	armh|vcp|mw|ap|pw	armh|vcp	AK
1209	atalaspfS		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	H
1216	atikaTa		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	H|ebend
1217	atikaTA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	skd|vcp	H
1218	atikandaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
1224	atikutsita		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1231	atikeSara		kosa-corroborated	0		0	0	1	vcp|mw	vcp	RĀJAN|ŚKDR
1240	atigaRqa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	MED|ebend|ŚKDR
1241	atiganDa		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RĀJAN|ŚKDR
1242	atiganDAlu		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RĀJAN|ŚKDR
1253	aticara		dict-lexical	0		0	0	0	mw|ap90|ap		AK|RĀJAN|ŚKDR
1256	aticAra		dict-lexical	0		1	0	0	mw|pw		ŚKDR
1267	atijava	2	kosa-corroborated	0		1	1	3	vcp|mw|pw|abch|nmmb	nmmb|vcp	AK|H
1268	atijAgara		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	RĀJAN|ŚKDR
1275	atitIvra		dict-lexical	0		1	0	0	mw|ap90|ap|pw		RĀJAN|ŚKDR
1299	atidAna		kosa-corroborated	0		1	1	1	vcp|mw|pw	vcp	Verz
1300	atidIpya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
1317	atipatana		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
1319	atipatra		kosa-corroborated	0		0	0	1	vcp	vcp	RĀJAN|ŚKDR
1320	atipaTin		kosa-corroborated	0		0	0	2	vcp|mw|ap90|ap|abch	vcp	AK|H
1324	atipAtaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
1355	atiBAraga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
1357	atiBI		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	H|HALĀY|ŚKDR
1362	atimaNgalya		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RATNAM|ŚKDR
1365	atimaryAda		kosa-corroborated	0		1	0	2	armh|mw|ap90|ap|pw|abch	armh	H
1383	atimodA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	RĀJAN|ŚKDR
1388	atiyuvan		dict-lexical	0		1	0	0	mw|pw		AK
1392	atirakta		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	H
1394	atirasA		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap90|ap	vcp	RĀJAN|ŚKDR
1403	atirucira		dict-lexical	0		0	0	0	mw|ap90|ap		COLEBR
1409	atiroga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
1410	atiromaSa		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	HĀR|ŚKDR
1413	atiliha		pwg-unique	0		0	0	0			COLEBR
1420	ativaktar		pwg-unique	0		1	1	0	pw		AK
1424	ativartula		dict-lexical	0		1	0	0	mw|ap90|ap|pw		RATNAM|ŚKDR
1427	ativAhika		kosa-corroborated	0		0	0	3	armh|vcp|mw|ap90|ap|abch	armh|vcp	COLEBR|H
1429	ativikawa		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	RATNAM|ŚKDR
1434	ativizAdin		pwg-unique	0		0	0	0			Verz
1437	ativfzwi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|ŚKDR
1439	ativela		kosa-corroborated	0		0	0	3	armh|vcp|mw|ap90|ap|abch	armh|vcp	AK|H
1442	ativyaTA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	ŚKDR
1448	atiSaktitA		kosa-corroborated	0		1	0	1	skd|mw|pw	skd	AK
1460	atiSAyin		dict-lexical	0		1	1	0	mw|ap90|ap|pw		H
1464	atiSoBana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
1482	atisarjana		text-attested	0	bhs	1	1	2	vcp|mw|bhs|pw|abch	vcp	AK|H|MED
1485	atisAmyA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	RĀJAN|ŚKDR
1491	atisundara		dict-lexical	0		1	0	0	mw|pw		COLEBR
1500	atisTira		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1503	atisPira		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|ŚKDR
1504	atisvapna		dict-lexical	0		1	0	0	mw|pw		Ind
1505	atihasita		text-attested	1		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|ŚKDR
1508	atihAsa		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1537	atejas		text-attested	1		1	1	1	vcp|mw|ap90|ap|pw	vcp	RĀJAN|ŚKDR
1544	attali		dict-lexical	0		0	0	0	mw		Verz
1546	attA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	AK|ŚKDR
1548	atti	2	text-attested	1		1	1	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
1549	attikA		kosa-corroborated	0		1	0	1	skd|mw|pw		H|ŚKDR
1551	atnu		kosa-corroborated	0		0	0	1	vcp|mw	vcp	ŚKDR
1563	atyantagAmin		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	H
1564	atyantasukumAra		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RĀJAN|ŚKDR
1565	atyantABAva		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	Z
1567	atyantika	2	text-attested	1		1	1	1	vcp|mw|ap|pw	vcp	H
1570	atyamlaparRa		pwg-unique	0		0	0	0			RĀJAN|ŚKDR
1572	atyayika		text-attested	0	bhs	0	0	0	mw|bhs|ap90|ap		BURN
1576	atyalpa		kosa-corroborated	0		1	1	2	vcp|mw|pw|abch	vcp	AK|H
1580	atyazwisAmagrI		dict-lexical	0		1	0	0	mw|pw		Verz
1591	atyAla		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
1592	atyASA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚKDR
1593	atyASramin		dict-lexical	0		1	0	0	mw|pw		Ind
1597	atyugra		kosa-corroborated	0		1	1	1	mw|ap90|ap|pw|acph	acph	H
1598	atyuccEs		dict-lexical	0		1	0	0	mw|pw		H
1601	atyupaDa		dict-lexical	0		1	0	0	mw|ap90|ap|pw		AK
1606	atyUha		text-attested	1		1	0	2	vcp|mw|pw|nmmb	nmmb|vcp	H|MED|ŚKDR
1617	atrijAta	1	kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
1618	atrijAta	2	kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
1619	atridfgja		kosa-corroborated	0		0	0	2	vcp|mw|abch	vcp	H
1621	atrinetraja		dict-lexical	0		1	0	0	mw|pw		JAṬĀDH|ŚKDR
1622	atrinetraprasUta		kosa-corroborated	0		1	0	1	armh|mw|pw	armh	H|HALĀY|ŚKDR
1623	atrinetraBU		dict-lexical	0		1	0	0	mw|pw		TRIK
1624	atriBAradvAjikA		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap	vcp	ŚABDAR|ŚKDR
1627	atrismfti		dict-lexical	0		0	0	0	mw		Ind
1639	aTarvaRa		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	TRIK|Verz
1640	aTarvaRi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	MED
1645	aTarvaSiKA		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	Ind|Verz
1647	aTarvahfdaya		dict-lexical	0		1	0	0	mw|pw		Verz
1686	adarSa		dict-lexical	0		1	0	0	mw|pw		AK
1691	adala		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	ŚABDAC|ŚKDR
1717	aditija		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H
1719	aditinandana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
1738	adfS		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	AK
1743	adfzwi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
1744	adfzwikA		kosa-corroborated	0		1	0	1	skd|mw|pw		ŚABDAR|ŚKDR
1768	adDAboDeya		dict-lexical	0		1	0	0	mw|pw		Ind
1772	adButatva		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1774	adButabrAhmaRa		dict-lexical	0		1	0	0	mw|pw		Ind|Verz
1775	adButarAmAyaRa		dict-lexical	0		1	0	0	mw|pw		Ind
1777	adButasvana		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	TRIK|WILS|ŚKDR
1779	adButottarakARqa		dict-lexical	0		1	0	0	mw|pw		Verz
1803	adrikarRI		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		RĀJAN|ŚKDR
1805	adrikIlA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	TRIK
1807	adrija		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|nmmb	nmmb|vcp	H|RATNAM|RĀJAN|ŚKDR
1812	adridviz		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	H
1813	adrinandinI		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		ŚKDR
1817	adriBU		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	WILS
1819	adrirAj		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1826	adrisAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM|ŚKDR
1828	adrISa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
1836	advaya		text-attested	0	bhs	1	0	2	vcp|mw|bhs|ap90|ap|pw|abch	vcp	H|Ind
1838	advayavAdin		text-attested	0	bhs	1	0	2	armh|vcp|mw|bhs|ap|pw	armh|vcp	AK
1840	advayAnanda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	COLEBR
1852	advEtAnanda		dict-lexical	0		1	0	0	mw|pw		COLEBR
1853	advEtopanizad		dict-lexical	0		1	0	0	mw|pw		Ind
1855	aDaHkara		dict-lexical	0		1	0	0	mw|pw		TRIK
1858	aDaHpuzpa		pwg-unique	0		0	0	0			RATNAM|RĀJAN|WILS|ŚKDR
1868	aDamANga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
1874	aDaramaDu		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	TRIK
1875	aDarastAt		kosa-corroborated	0		1	0	3	armh|vcp|skd|mw|ap90|ap|pw	armh|vcp	HALĀY|ŚKDR
1876	aDarasmAt		kosa-corroborated	0		0	0	1	skd|mw|ap90|ap		ŚKDR
1884	aDarIRa		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	JAṬĀDH|ŚKDR
1893	aDarmAstikAya		dict-lexical	0		0	0	0	mw		COLEBR
1896	aDavA		kosa-corroborated	0		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	AK|H
1897	aDaScara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
1898	aDaScOra		kosa-corroborated	0		1	0	1	vcp|pw	vcp	ŚKDR
1904	aDastana		kosa-corroborated	0		1	1	1	vcp|mw|ap90|ap|pw	vcp	H
1908	aDastAddiS		dict-lexical	0		1	0	0	mw|pw		Ind
1910	aDAmArgava		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|ŚKDR
1915	aDi	2	text-attested	1	gra	1	1	3	vcp|skd|mw|gra|ap|pw|abch	abch|vcp	AK|ŚKDR
1916	aDi	3	text-attested	1	gra	1	1	3	vcp|skd|mw|gra|ap|pw|abch	skd|vcp	H
1920	aDikamAsa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
1925	aDikardDi		dict-lexical	0		1	0	0	mw|ap|pw		AK
1927	aDikarmakft		dict-lexical	0		1	0	0	mw|ap|pw		ebend
1930	aDikarmika		kosa-corroborated	0		1	0	1	mw|pw|abch		H
1934	aDikANga	1	text-attested	1		1	1	3	vcp|mw|ap|pw|abch|nmmb	nmmb|vcp	AK|H
1943	aDikrama		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
1973	aDinATa		kosa-corroborated	0		1	1	1	vcp|mw|pw	vcp	Verz
1987	aDiBU		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	AK|H
1996	aDimAsa		kosa-corroborated	0		1	1	1	vcp|mw|pw	vcp	ŚKDR
1997	aDimukti		text-attested	0	bhs	1	0	0	mw|bhs|pw		BURN
1998	aDimuktika		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
1999	aDimuhya		dict-lexical	0		0	0	0	mw		H
2002	aDiyAga		pwg-unique	0		1	0	0	pw		H
2014	aDirohiRI		kosa-corroborated	0		1	0	2	armh|skd|mw|ap|pw	armh|skd	AK|H
2017	aDivacana		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	TRIK
2023	aDivAsa	3	text-attested	1	bhs	1	1	1	vcp|mw|bhs|pw	vcp	H|MED|TRIK
2025	aDivAsaBUmi		dict-lexical	0		1	0	0	mw|pw		Z
2037	aDizWAyaka		dict-lexical	0		1	0	0	mw|pw		H
2053	aDISvara		text-attested	1		1	0	3	vcp|mw|pw|abch|acph	acph|vcp	AK|H
2058	aDfta		text-attested	1		1	1	1	vcp|mw|ap90|ap|pw	vcp	ŚKDR
2065	aDoSuka		pwg-unique	0		1	0	0	pw		AK|H
2068	aDogaRwA		dict-lexical	0		0	0	0	ap		RATNAM|ŚKDR
2072	aDojihvikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	AK
2073	aDodAru		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
2074	aDodiS		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	H
2079	aDoBuvana		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	AK|H
2080	aDoBUmi		kosa-corroborated	0		1	0	1	mw|pw|abch		H
2081	aDomarman		kosa-corroborated	0		1	0	1	mw|pw|abch		H
2084	aDoloka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
2085	aDovadana		dict-lexical	0		1	0	0	mw|ap|pw		H
2087	aDovAyu		kosa-corroborated	0		1	1	1	vcp|mw|pw	vcp	ŚKDR
2094	aDyaRqA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	AK|RATNAM|ŚKDR
2131	aDyAtmarAmAyaRa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	Verz
2132	aDyAtmaSAstra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	Verz
2134	aDyAtmottarakARqa		dict-lexical	0		1	0	0	mw|pw		Verz
2141	aDyAyaka		pwg-unique	0		0	0	0			Ind
2142	aDyAyaSatapAWa		dict-lexical	0		1	0	0	mw|pw		Verz
2149	aDyAsana		text-attested	1		1	1	1	vcp|mw|pw	vcp	AK|H|MED
2151	aDyAharaRa		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
2155	aDyuzwa		text-attested	0	bhs	1	1	0	mw|bhs|ap90|ap|pw		ŚKDR
2156	aDyuzwra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
2171	aDvagaBogya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
2172	aDvagamana		dict-lexical	0		1	0	0	mw|pw		ŚKDR
2173	aDvajA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RĀJAN|ŚKDR
2183	aDvaraTa		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
2193	aDvaSalya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
2196	aDvAntaSAtrava		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILS|ŚABDAC|ŚKDR
2202	ana	3	text-attested	1	bhs|gra	1	1	3	armh|vcp|skd|mw|bhs|gra|pw	armh|skd|vcp	AK
2204	anaMSumatPalA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	JAṬĀDH|ŚKDR
2205	anaka		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	AK|ŚKDR
2206	anakadunduBa		dict-lexical	0		1	0	0	mw|pw		H
2212	anakzi		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap90|ap|pw|abch	skd|vcp	H
2213	anagAra		kosa-corroborated	0		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	H
2214	anagArikA		text-attested	1	bhs	1	0	0	mw|bhs|ap90|ap|pw		BURN
2222	anaGAzwamI		dict-lexical	0		1	0	0	mw|ap|pw		Verz
2226	anaNgaka		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
2227	anaNgakrIqA		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	COLEBR
2229	anaNgaraNga		dict-lexical	0		1	0	0	mw|pw		Verz|Z
2231	anaNgaSeKara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	COLEBR
2234	anaNgAsuhfd		kosa-corroborated	0		1	0	1	mw|pw|abch		H
2236	anacCa		kosa-corroborated	0		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	AK|H
2238	anaYjana		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	ŚABDAC|ŚKDR
2239	anaqujjihvA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
2256	anadya		kosa-corroborated	0		0	0	1	vcp	vcp	RĀJAN|ŚKDR
2258	anaDInaka		kosa-corroborated	0		1	0	1	mw|pw|abch		AK|H
2259	anaDyakza		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	AK|ŚKDR
2266	anantacAritra		text-attested	0	bhs	1	0	0	mw|bhs|pw		BURN
2267	anantajit		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	H
2269	anantatIrTa		dict-lexical	0		1	0	0	mw|pw		COLEBR
2270	anantatIrTakft		kosa-corroborated	0		1	0	2	skd|mw|ap|pw|abch	skd	H
2271	anantatftIyA		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	Verz
2273	anantadeva		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	Ind|Verz
2275	anantaBawwa		dict-lexical	0		1	0	0	mw|pw		Verz
2276	anantaBawwIya		pwg-unique	0		1	0	0	pw		Verz
2277	anantamati		text-attested	0	bhs	1	0	0	mw|bhs|pw		BURN
2282	anantarAma		dict-lexical	0		1	0	0	mw|pw		Verz
2284	anantarASi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	COLEBR
2287	anantavarman		dict-lexical	0		1	0	0	mw|pw		Z
2288	anantavikramin		dict-lexical	0		1	0	0	mw|pw		BURN
2290	anantavIrya		text-attested	0	bhs	1	0	1	mw|bhs|pw|abch		H
2291	anantavrata		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	Verz
2293	anantaSIrzA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	ŚABDAM|ŚKDR
2295	anantASrama		dict-lexical	0		0	0	0	mw		Verz
2296	ananteSvara		dict-lexical	0		1	0	0	mw|pw		Verz
2302	ananyagatika		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
2304	ananyaja		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	AK|H
2305	ananyadeva		text-attested	0	bhs	1	0	1	vcp|mw|bhs|ap|pw	vcp	BURN
2308	ananyavftti		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	AK|H
2310	ananyAnuBava		dict-lexical	0		1	0	0	mw|pw		Verz
2321	anapayati		dict-lexical	0		1	0	0	mw|ap90|ap|pw		TRIK
2345	anaPA		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	COLEBR|Ind|Verz|Z
2356	anaBraka		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
2358	anama		text-attested	1		1	0	0	mw|pw		TRIK
2359	anamitaMpaca		dict-lexical	0		1	0	0	ap90|ap|pw		AK|ŚKDR
2362	anambara		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
2368	anarGarAGava		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	Ind|Verz|Z
2387	analapraBA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RĀJAN|ŚKDR
2388	analapriyA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	JAṬĀDH|ŚKDR
2391	analAnanda		pwg-unique	0		0	0	0			COLEBR
2392	anali		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
2397	anavatapta		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
2405	anavaDAna	1	kosa-corroborated	0		1	0	2	armh|vcp|mw|ap90|ap|pw	armh|vcp	HALĀY|ŚKDR
2406	anavaDAna	2	kosa-corroborated	0		1	0	2	armh|vcp|mw|ap90|ap|pw	armh|vcp	ŚKDR
2407	anavaDAnatA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap|pw|abch	vcp	AK|H|ŚABDAR|ŚKDR
2408	anavaDi		dict-lexical	0		1	0	0	mw|ap90|ap|pw		AK|MED|TRIK
2420	anavarArDya		kosa-corroborated	0		1	0	1	mw|ap90|ap|pw|abch		AK|H
2423	anavasita		kosa-corroborated	0		1	1	1	vcp|mw|ap90|ap|pw	vcp	COLEBR
2424	anavaskara		kosa-corroborated	0		1	0	3	armh|vcp|mw|ap90|ap|pw|abch	armh|vcp	AK|H
2428	anavasTAna	2	text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	RĀJAN|ŚKDR
2448	anaSvara		kosa-corroborated	0		1	0	3	armh|vcp|mw|ap90|ap|pw|abch	armh|vcp	H
