k1	verdict	independent_hits	in_mw	kosa_hits	in_pw_same_source
BAvAviSvanATadIkzita	mw-only		1		1
BAvAwa	mw-only		1		1
BAva	mw-only		1		1
BAvaDarmagaRi	mw-only		1		1
BAvaSabalA	mw-only		1		1
BAvaboDaka	text-independent	ap	1		1
BAvacUqAmaRi	mw-only		1		1
BAvadIpa	mw-only		1		1
BAvadIpikA	mw-only		1		1
BAvakalpalatA	mw-only		1		1
BAvanATa	mw-only		1		1
BAvanAmaya	mw-only		1		1
BAvanAsArasaMgraha	mw-only		1		1
BAvanAviveka	mw-only		1		1
BAvana	text-independent	ap90|ap|bhs	1		1
BAvapAda	mw-only		1		1
BAvaprakASa	mw-only		1		1
BAvaprakASikA	mw-only		1		1
BAvapratyayavAdArTa	mw-only		1		1
BAvarAmakfzRa	mw-only		1		1
BAvasAraviveka	mw-only		1		1
BAvavfttIya	pwg-unique				1
BAvaviveka	mw-only		1		1
BAvitAtman	text-independent	ap	1		1
BAvya	text-independent	ap90|ap	1		1
BAwi	mw-only		1		1
BAwwaBAskara	mw-only		1		1
BAwwaBAzAprakASikA	pwg-unique				1
BAwwacintAmaRi	mw-only		1		1
BAwwadIpikA	mw-only		1		1
BAwwadinakara	mw-only		1		1
BAwwarahasya	mw-only		1		1
BAwwatantra	mw-only		1		1
BAyajAtya	mw-only		1		1
BAzAmaYjarI	mw-only		1		1
BAzAvftti	mw-only		1		1
BAzaka	text-independent	ap90|ap	1		1
BAzikA	text-independent	ap90|ap	1		
BAzika	text-independent	ap90|ap	1		1
BAzin	text-independent	ap90|ap	1		1
BAzyapradIpa	mw-only		1		1
BAzyaratnapraBA	mw-only		1		1
BEkzajIvikA	text-independent	ap	1	skd	1
BEravAcArya	pwg-unique				1
BEravIya	mw-only		1		1
BErava	text-independent	ap90|ap	1		1
BEravadIkzitatilaka	pwg-unique				1
BEravanATatantra	mw-only		1		1
BEravatva	mw-only		1		1
BEravendra	mw-only		1		1
BEzajyaguruvEdUryapraBA	pwg-unique				
BEzajyaratnAvalI	mw-only		1		1
BIlu	mw-only		1		1
BImEkAdaSI	text-independent	ap	1	skd	1
BImaBawwa	mw-only		1		1
BImaBuja	mw-only		1		1
BImaSAha	mw-only		1		1
BImaSAsana	mw-only		1		1
BImaSaMkara	mw-only		1		1
BImadvAdaSI	mw-only		1		1
BImahAsa	mw-only		1		1
BImanAda	text-independent	ap	1		1
BImapAla	mw-only		1		1
BImapura	mw-only		1		1
BImara	mw-only		1		1
BImasiMhapaRqita	mw-only		1		1
BImasvAmin	mw-only		1		1
BImatiTi	mw-only		1		1
BImavikrAnta	text-independent	ap	1		1
BImeSvara	mw-only		1		1
BImodarI	text-independent	ap	1		1
BImottara	text-independent	bhs	1		1
BIrucetas	text-independent	ap	1		1
BIruhfdaya	mw-only		1		1
BIrupattrI	mw-only		1		1
BIruranDra	mw-only		1		1
BIrusattva	text-independent	ap	1		1
BIzaRatva	mw-only		1		1
BIzaka	mw-only		1		1
BIzawAcArya	mw-only		1		1
BIzmAzwamI	text-independent	ap	1	skd	1
BIzmajananI	text-independent	ap	1	skd	1
BIzmapaYcaka	mw-only		1		1
BIzmaratna	pwg-unique				1
BIzmasU	mw-only		1		1
BOma	text-independent	ap90|ap|bhs	1		1
BOmaka	mw-only		1		1
BOmaratna	mw-only		1		1
BOrika	mw-only		1		1
BOtika	text-independent	ap90|ap|bhs	1		1
BUCAyA	mw-only		1		
BUDAtrI	text-independent	ap		skd	1
BUDana	mw-only		1		1
BUDra	mw-only		1		1
BUGana	mw-only		1		1
BUKaRqa	mw-only		1		1
BUKarjUrI	mw-only		1		1
BUPala	mw-only		1		1
BUSakra	mw-only		1		1
BUSamI	text-independent	ap	1		1
BUSarkarA	mw-only		1		1
BUSelu	mw-only		1		1
BUbadarI	mw-only		1		1
BUcakra	mw-only		1		1
BUdAra	mw-only		1		1
BUdeva	mw-only		1		1
BUgarBa	mw-only		1		1
BUgara	mw-only		1		1
BUgata	mw-only		1		1
BUjambu	mw-only		1		1
BUjantu	mw-only		1		1
BUkAka	mw-only		1		1
BUkaSyapa	mw-only		1		1
BUkadamba	mw-only		1		1
BUkadambaka	mw-only		1		1
BUkala	mw-only		1		1
BUkanda	mw-only		1		1
BUkarRi	mw-only		1		1
BUkarbudAraka	mw-only		1		1
BUkeSa	mw-only		1		1
BUkumBI	mw-only		1	skd	1
BUkuzmARqI	mw-only		1	skd	1
BUkzit	text-independent	ap	1	skd	1
BUlagnA	mw-only		1	skd	1
BUlatA	text-independent	ap	1	skd	1
BUmAnandasarasvatI	mw-only		1		1
BUmIBuj	text-independent	ap	1		1
BUmIndra	mw-only		1		1
BUmIruha	mw-only		1		1
BUmIyARa	mw-only		1		
BUmaka	pwg-unique				
BUmant	pwg-unique				1
BUmaya	text-independent	ap90|ap	1		
BUmiARa	mw-only		1		
BUmiKaRqa	mw-only		1		1
BUmiSayyA	text-independent	ap	1		1
BUmiguhA	text-independent	ap	1		1
BUmijIvin	text-independent	ap	1		1
BUmijaguggulu	mw-only		1		1
BUmijambu	mw-only		1		1
BUmikuzmARqa	mw-only		1		1
BUmilABa	mw-only		1		1
BUmilepana	mw-only		1		1
BUmimaRqa	mw-only		1		1
BUmimaRqapaBUzaRA	mw-only		1	skd	1
BUmipakza	mw-only		1		1
BUmipiSAca	mw-only		1		1
BUmirakzaka	mw-only		1		1
BUmisaMBavA	text-independent	ap			1
BUmisnu	mw-only		1		1
BUmivarDana	mw-only		1		1
BUmyAhulya	mw-only		1		1
BUmyAmalakI	text-independent	ap	1	skd	1
BUnA	mw-only		1		1
BUnAga	mw-only		1		1
BUnIpa	mw-only		1		1
BUnetar	pwg-unique				1
BUpAlaSrI	mw-only		1		1
BUpAlasAhi	mw-only		1		1
BUpAlavallaBa	mw-only		1		1
BUpAwalI	mw-only		1	skd	1
BUpada	mw-only		1		
BUpalASa	mw-only		1		1
BUpavitra	mw-only		1		1
BUpezwa	mw-only		1		1
BUrBuvakara	mw-only		1		1
BUrBuvatIrTa	mw-only		1		1
BUrBuveSvaratIrTa	mw-only		1		1
BUriPenA	text-independent	ap	1	skd	1
BUribalA	mw-only		1	skd	
BUridugDA	mw-only		1	skd	1
BUrigama	mw-only		1		1
BUriganDA	text-independent	ap	1	skd	1
BUriguRa	text-independent	ap	1		1
BUrilagnA	mw-only		1		
BUrimAya	mw-only		1		1
BUrimUlikA	mw-only		1		1
BUrimallI	mw-only		1	skd	1
BUripalitadA	mw-only		1	skd	
BUripattra	mw-only		1		1
BUriprayoga	text-independent	ap	1		1
BUripreman	text-independent	ap	1		1
BUripuzpA	mw-only		1	skd	1
BUrirasa	mw-only		1		1
BUruRqI	text-independent	ap	1	skd	1
BUruh	text-independent	ap	1		1
BUsTa	mw-only		1		1
BUspfS	text-independent	ap	1		1
BUsvarga	mw-only		1		1
BUtANkuSa	mw-only		1		1
BUtAdika	mw-only		1		1
BUtAlI	mw-only		1	skd	1
BUtAri	mw-only		1	skd	1
BUtArta	text-independent	ap	1		1
BUtAtmaka	text-independent	ap	1		1
BUtAviSa	pwg-unique				
BUtAvizwa	text-independent	ap	1		1
BUtAyana	mw-only		1		1
BUtISvaratIrTa	mw-only		1		1
BUta	text-independent	ap90|ap|bhs	1		1
BUtaBAzita	mw-only		1		1
BUtaBErava	mw-only		1		1
BUtaGna	mw-only		1		1
BUtaSudDi	mw-only		1		1
BUtabrahman	text-independent	ap	1		1
BUtacaturdaSI	text-independent	ap	1		1
BUtaganDA	mw-only		1	skd	1
BUtahArin	mw-only		1		1
BUtahantrI	text-independent	ap	1	skd	1
BUtahara	mw-only		1		1
BUtajawA	mw-only		1	skd	1
BUtakesarA	mw-only		1		1
BUtakowi	text-independent	bhs	1		1
BUtakrAnti	mw-only		1		1
BUtalikA	mw-only		1	skd	1
BUtalipi	mw-only		1		1
BUtamArI	mw-only		1	skd	1
BUtamAtotsava	mw-only		1		1
BUtanASana	mw-only		1		1
BUtanAyikA	text-independent	ap	1	skd	1
BUtanicaya	mw-only		1		1
BUtapUrRimA	text-independent	ap	1	skd	1
BUtapattrI	mw-only		1		1
BUtapuzpa	mw-only		1		1
BUtaqAmara	text-independent	bhs	1		1
BUtasAra	mw-only		1		1
BUtasaMcAra	mw-only		1		1
BUtatfRa	mw-only		1		1
BUtavezI	mw-only		1		1
BUtavfkza	mw-only		1		1
BUtavikriyA	text-independent	ap	1	skd	1
BUtavizRu	mw-only		1		1
BUtayoni	mw-only		1		1
BUtendriyajayin	text-independent	ap	1		
BUtezwA	text-independent	ap	1		1
BUtfRa	mw-only		1		1
BUtidatta	mw-only		1		1
BUtigarBa	mw-only		1		1
BUtikAla	mw-only		1		
BUtikIla	mw-only		1		1
BUtiniDAna	mw-only		1		1
BUtopadeSa	mw-only		1		1
BUtoqqAmara	mw-only		1		1
BUttama	mw-only		1		1
BUtumbI	text-independent	ap	1		1
BUvallaBa	mw-only		1		1
BUyuktA	text-independent	ap	1	skd	1
BUzaRasAradarpaRa	pwg-unique				1
BUzaRendrapraBa	text-independent	bhs	1		1
Ba	mw-only		1	skd	1
BaNgAna	mw-only		1		1
BaNgArI	text-independent	ap	1	skd	1
BaNgIla	mw-only		1		1
BaNgaSravas	mw-only		1		1
BaNgasArTa	text-independent	ap	1		1
BaNgavAsA	text-independent	ap	1	skd	1
BaNgiman	text-independent	ap			1
BaNgura	text-independent	ap|gra	1		1
BaNguratA	mw-only		1		1
BaNgyaSravas	mw-only		1		1
BaNkArI	text-independent	ap		skd	1
BaRqIla	mw-only		1		1
BaRqIralatikA	mw-only		1	skd	1
BaRqahAsinI	text-independent	ap	1	skd	1
BaRqaka	mw-only		1		1
BaRqana	text-independent	bhs	1		1
BaRqatva	mw-only		1		1
BaRqi	mw-only		1		1
BaRqikA	text-independent	ap|bhs	1	skd	
BaRqin	text-independent	bhs	1		1
BaRqira	mw-only		1		1
BaRquka	mw-only		1		1
BaRwAkI	text-independent	ap	1	skd	1
BaRwuka	mw-only		1		1
BaSirA	mw-only		1		1
BaYj	text-independent	ap|gra	1		1
BaYjA	text-independent	ap	1	skd	
BaYjaru	mw-only		1		1
BaYjipattrikA	mw-only		1		1
BadantaDarmatrAta	mw-only		1		1
BadantaSrIlABa	mw-only		1		1
Badantagozaka	pwg-unique				
BadantajYAnavarman	mw-only		1		
BadantarAma	mw-only		1		1
Badantavarman	mw-only		1		
BadrANga	mw-only		1		1
BadrASrama	mw-only		1		1
BadrASraya	mw-only		1		1
BadrAkaraRa	mw-only		1		1
BadrAlI	mw-only		1	skd	1
BadrAlapattrikA	mw-only		1		1
BadrAnagara	mw-only		1		1
BadrAraka	mw-only		1		1
BadrAtmaja	mw-only		1		1
BadrAvakASA	mw-only		1		1
BadrAvatI	mw-only		1	skd	1
BadrAvrata	mw-only		1		1
BadrAyuDa	text-independent	bhs	1		1
BadrAyus	mw-only		1		1
BadrElA	text-independent	ap	1	skd	1
BadraSIla	mw-only		1		1
BadraSOnaka	mw-only		1		1
BadraSrI	text-independent	bhs	1		
BadrabAhusvAmin	pwg-unique				1
BadrabalA	mw-only		1		1
Badrabalana	mw-only		1		1
BadracUqa	mw-only		1		1
BadradantikA	mw-only		1	skd	1
BadragaRita	mw-only		1		1
BadraganDikA	mw-only		1	skd	1
Badraja	mw-only		1		1
BadrakASI	mw-only		1	skd	1
BadrakaRwa	mw-only		1		1
Badrakalpa	text-independent	bhs	1		1
Badrakalpika	text-independent	bhs	1		1
BadrakanyA	text-independent	bhs	1		1
Badrakapila	mw-only		1		1
BadrakarRikA	mw-only		1		1
BadrakumBa	mw-only		1		1
BadramallikA	mw-only		1	skd	1
Badramusta	mw-only		1		1
BadranAman	text-independent	ap	1		1
BadranAmikA	mw-only		1	skd	1
BadraniDi	mw-only		1		1
BadrapAla	text-independent	bhs	1		1
BadraparRA	mw-only		1	skd	1
Badrapura	text-independent	bhs	1		
BadrareRu	mw-only		1		1
BadrataruRI	mw-only		1	skd	1
Badraturaga	mw-only		1		1
Badratva	mw-only		1		1
BadravallI	mw-only		1	skd	1
BadravallikA	mw-only		1	skd	1
Badravarman	text-independent	ap	1		1
BadravirAj	text-independent	ap	1		1
Badrayava	mw-only		1		1
Badrayoga	mw-only		1		1
Badrendra	mw-only		1		1
BadriRa	mw-only		1		1
Badrika	text-independent	bhs	1		1
BadrodanI	kosa-only			skd	
BadropavAsavrata	mw-only		1		1
BagANkura	mw-only		1		1
BagAlin	text-independent	ap90|ap	1		1
BaganarAya	mw-only		1		1
BaganetrAntaka	mw-only		1		1
BagavacCAstra	mw-only		1		1
BagavadBaktinirRaya	mw-only		1		1
BagavadBaktirasAyana	pwg-unique				1
BagavadBaktiratnAvalI	mw-only		1		1
BagavadBaktivilAsa	mw-only		1		1
BagavadBaskara	pwg-unique				
Bagavaddruma	mw-only		1		1
BagavadviSeza	mw-only		1		1
BagavannAmakOmudI	mw-only		1		1
BagavannAmamAhAtmyagranTasaMgraha	pwg-unique				1
Bagavanta	mw-only		1		1
BagavantaBAskara	mw-only		1		1
Bagavantadeva	mw-only		1		1
BagavatIdAsa	mw-only		1		1
BagavatIgItA	mw-only		1		1
BagavatpAdABAzaRa	mw-only		1		1
BagavatsvatantratA	mw-only		1		1
BagavatyaNga	mw-only		1		1
BaginIya	mw-only		1		1
BagnAtman	text-independent	ap	1		1
BagnI	text-independent	ap90|ap	1	skd	1
Bagnakrama	mw-only		1		1
BagnapAdarkza	mw-only		1		1
BagnapfzWa	text-independent	ap	1		1
BagnasaMDika	mw-only		1		1
Bajaga	pwg-unique				
BajanatA	mw-only		1		1
BakaBakAy	pwg-unique				1
BakkikA	text-independent	ap90|ap	1		1
BaktAmarastotra	pwg-unique				1
BaktajA	text-independent	ap	1		1
BaktakAra	mw-only		1		1
Baktakara	mw-only		1		1
BaktamaRqa	mw-only		1		1
BaktapulAka	mw-only		1		1
BaktasikTa	mw-only		1		1
BaktatUrya	mw-only		1		1
BaktiSata	mw-only		1		1
Bakticandrodaya	mw-only		1		1
BaktihaMsa	mw-only		1		1
BaktihetunirRaya	mw-only		1		1
Baktila	text-independent	ap90|ap	1		1
BaktimArganirUpaRa	mw-only		1		1
BaktimuktAvalI	mw-only		1		1
BaktirasAmftasinDu	mw-only		1		1
BaktiratnAvalI	mw-only		1		
BaktisUtra	mw-only		1		1
BaktisidDAnta	mw-only		1		1
BaktisuDodaya	mw-only		1		1
BaktitaraMgiRI	mw-only		1		1
BaktivarDinI	mw-only		1		1
BaktoddeSaka	mw-only		1		1
Baktyupakrama	mw-only		1		
BakzakAra	mw-only		1		1
BakzapattrA	pwg-unique				
Bakzawaka	mw-only		1		1
BakzyAlAbu	mw-only		1		1
BakzyaMkAra	mw-only		1		1
BakzyakAra	mw-only		1		1
BalatA	text-independent	ap	1	skd	1
BallapucCI	mw-only		1	skd	1
Ballika	text-independent	bhs	1		1
BalvAci	mw-only		1		1
BamBAsAra	mw-only		1		1
BamBa	mw-only		1		1
BamBarAlI	mw-only		1	skd	1
BamBarAlikA	mw-only		1	skd	1
BanDruka	mw-only		1		
Bandila	mw-only		1		1
BapaYjara	mw-only		1		1
Bapati	mw-only		1		1
Baqa	mw-only		1	skd	1
BarCu	mw-only		1		1
BaraRIBU	mw-only		1		1
BaraRyAhvA	mw-only		1	skd	1
BaraRyu	mw-only		1		1
BaradvAjaka	mw-only		1		1
BaradvAjin	mw-only		1		1
BaratASrama	mw-only		1		1
BarataKaRqa	mw-only		1		1
Baratamalla	mw-only		1		1
BarataprasU	mw-only		1		1
Baratapura	mw-only		1		1
Barataputraka	mw-only		1		1
Baratasena	mw-only		1		1
Baratavarza	mw-only		1		1
BarateSvaratIrTa	mw-only		1		1
Barawaka	mw-only		1		1
BarehanagarI	mw-only		1		1
BargAyaRa	mw-only		1		1
BargaSiKA	mw-only		1		1
Bargya	mw-only		1		1
Barita	text-independent	ap90|ap	1		1
Barma	mw-only		1		1
BarmaRyA	text-independent	ap90|ap	1		1
BartfdAraka	mw-only		1		1
Bartfhema	mw-only		1		1
BartfsvAmin	mw-only		1		1
BartfyajYa	mw-only		1		
Bartsaka	mw-only		1		1
BartsapattrikA	mw-only		1		1
Baruwaka	mw-only		1		1
BasUcaka	mw-only		1		1
Basana	mw-only		1		1
Basanta	mw-only		1		1
BasmAcala	mw-only		1		1
BasmAhvaya	mw-only		1		1
BasmagarBa	mw-only		1		1
BasmajAbAla	pwg-unique				1
BasmakAra	mw-only		1		1
BasmakOmudI	mw-only		1		1
BasmarohA	mw-only		1	skd	1
BasmatUla	mw-only		1		1
BasmaveDaka	mw-only		1		1
BastrAvant	pwg-unique				1
BastrI	mw-only		1	skd	1
BavABIzwa	mw-only		1		1
BavAnIdAsa	mw-only		1		1
BavAnIguru	mw-only		1		1
BavAnIvallaBa	mw-only		1		1
BavAnanda	mw-only		1		1
BavAnandasidDAntavAgISa	pwg-unique				1
BavAntakft	text-independent	ap	1		1
BavAtmajA	mw-only		1	skd	1
BavAyanA	text-independent	ap	1	skd	1
Bava	text-independent	ap90|ap|bhs	1		1
BavaGasmara	mw-only		1		1
Bavacandra	mw-only		1		1
BavadAru	text-independent	ap	1	skd	1
Bavaddeva	mw-only		1		1
Bavadeva	text-independent	bhs	1		1
BavadevaBawwa	pwg-unique				1
BavadevamiSra	pwg-unique				1
BavanADISa	mw-only		1		1
BavanASinI	text-independent	ap	1	skd	1
BavanATa	mw-only		1		1
BavanAga	mw-only		1		1
Bavanandin	text-independent	bhs	1		1
Bavanapati	mw-only		1		1
Bavarud	text-independent	ap	1		1
Bavika	text-independent	ap90|ap	1		1
Bavin	text-independent	ap90|ap	1		1
Bavinin	mw-only		1		1
BavipulA	mw-only		1		1
Bavita	mw-only		1		
Bavitavya	text-independent	ap90|ap	1		1
BavizyadAkzepa	mw-only		1		1
BavizyagaNgA	mw-only		1		1
BavyajIvana	mw-only		1		1
BawArka	mw-only		1		1
BawaBawAy	pwg-unique				1
BawaBawamAtftIrTa	mw-only		1		1
Bawantagopadatta	pwg-unique				
Bawitra	text-independent	ap90|ap	1		1
BawkalA	mw-only		1		1
BawwAcAryaSatAvaDAna	mw-only		1		1
BawwAcAryacUqAmaRi	mw-only		1		1
BawwAlaMkAra	mw-only		1		1
BawwAraharicandra	mw-only		1		1
BawwaBAskaramiSra	pwg-unique				1
BawwaSiva	mw-only		1		1
BawwaSrISaMkara	mw-only		1		1
BawwabIjaka	mw-only		1		1
BawwabalaBadra	mw-only		1		1
BawwadivAkara	mw-only		1		1
BawwakArikA	mw-only		1		1
BawwakedAra	mw-only		1		1
Bawwamadana	mw-only		1		1
Bawwamalla	mw-only		1		1
BawwanArAyaRa	text-independent	ap90	1		1
BawwanAyaka	mw-only		1		1
BawwapadDati	mw-only		1		1
BawwasomeSvara	mw-only		1		1
BawwasvAmin	mw-only		1		1
BawwaviSveSvara	mw-only		1		1
BawwayaSas	mw-only		1		1
Bawwi	text-independent	ap90	1		1
Bawwika	text-independent	bhs	1		1
BawwinI	text-independent	ap90|ap	1	skd	1
Bawwoji	mw-only		1		1
Bawwotpala	mw-only		1		1
BayApaha	text-independent	ap	1		1
BayaBrazwa	text-independent	ap	1		1
Bayadruta	text-independent	ap	1		1
BayanASin	mw-only		1		
BayaqiRqima	mw-only		1		1
BayasTAna	mw-only		1		1
BayatrAtar	pwg-unique				1
BazaRa	mw-only		1		1
BeSa	mw-only		1		1
BedIya	mw-only		1		1
Beda	text-independent	bhs|gra	1		1
BedaDikkAra	mw-only		1		1
Bedira	mw-only		1		1
Bedura	text-independent	ap90			1
Beka	text-independent	ap	1		1
BekaBuj	text-independent	ap	1		1
BekaparRI	mw-only		1	skd	1
BelUpurA	mw-only		1		1
Bela	text-independent	ap90|ap	1		1
Belaka	mw-only		1		1
Belu	text-independent	bhs	1		1
Bena	mw-only		1		1
BerIBAMkAra	mw-only		1		1
BeruRqaka	pwg-unique				1
BezajANga	mw-only		1		1
BfNgABIzwa	mw-only		1		1
BfNgAhva	mw-only		1		1
BfNgAnandA	text-independent	ap	1	skd	1
BfNgArIwa	mw-only		1		1
BfNgAri	mw-only		1		1
BfNgArikA	mw-only		1	skd	1
BfNgIPala	mw-only		1		1
BfNgISa	mw-only		1		1
BfNgaja	mw-only		1		1
BfNgaka	mw-only		1		1
BfNgamArI	mw-only		1		1
BfNgamUlikA	mw-only		1	skd	1
BfNgaparRikA	text-independent	ap	1	skd	1
BfNgapriyA	text-independent	ap	1	skd	1
BfNgarola	mw-only		1		1
BfNgasodara	mw-only		1		1
BfNgavallaBa	mw-only		1		1
BfNgeriwi	mw-only		1		
BfNgezwA	mw-only		1	skd	1
BfNgi	mw-only		1		1
BfRqi	mw-only		1		1
BfgUlApati	mw-only		1		1
BfgumaRqala	mw-only		1		1
Bfgunandana	mw-only		1		1
BfguvallI	mw-only		1		1
BfgvISvaratIrTa	mw-only		1		1
BfkuMSa	mw-only		1		1
BftiBuj	text-independent	ap	1		1
Bfzwi	text-independent	gra	1		1
BiRqa	mw-only		1		1
BikzASitva	mw-only		1		1
BikzAcAra	mw-only		1		1
BikzAhAra	mw-only		1		1
BikzAyaRa	mw-only		1		1
BikzuRI	text-independent	bhs	1		1
BikzusaMGa	mw-only		1		1
Bikzutattva	mw-only		1		1
BillaBUzaRA	mw-only		1		1
BillagavI	text-independent	ap	1	skd	1
Billataru	mw-only		1		1
BinnaBAgahara	mw-only		1		1
BinnaBinnAtman	mw-only		1		1
BinnaGana	mw-only		1		1
BinnagAtrikA	text-independent	ap	1	skd	
BinnaguRana	mw-only		1		1
Binnaparikarman	text-independent	ap	1		1
BinnasaMkalita	mw-only		1		1
Binnavarga	mw-only		1		1
Binnavyavakalita	mw-only		1		1
BinnayojanI	mw-only		1	skd	1
BiriRwikA	text-independent	ap	1	skd	1
BissA	text-independent	ap90|ap	1	skd	1
BissawA	text-independent	ap90|ap	1	skd	1
BissiwA	text-independent	ap90|ap	1	skd	1
BittiKAtana	mw-only		1		1
BitticOra	mw-only		1		1
BittipAtana	mw-only		1		1
BiyA	text-independent	ap90|ap	1	skd	1
BizaNmAtar	pwg-unique				1
BizagBadrA	mw-only		1	skd	1
Bizagjita	mw-only		1		1
BizakpriyA	text-independent	ap	1	skd	1
BizmA	text-independent	ap90|ap	1		1
BizmikA	text-independent	ap90|ap	1		1
BogArha	text-independent	ap	1		1
BogAvAsa	mw-only		1		1
BogAvalI	text-independent	ap	1	skd	1
BogAvatI	pwg-unique				1
BogISa	mw-only		1		1
BogIndra	mw-only		1		1
BogaBawwa	mw-only		1		1
BogaBftaka	mw-only		1		1
BogadA	mw-only		1		1
Bogadeha	mw-only		1		1
Bogagfha	mw-only		1		1
BogagucCa	mw-only		1		1
Bogakara	text-independent	ap	1		1
BoganATa	mw-only		1		1
BogapAla	mw-only		1		1
BogapiSAcikA	text-independent	ap	1	skd	1
BogasTAna	mw-only		1		1
Bogasadman	text-independent	ap	1		1
BogasvAmin	mw-only		1		1
BogeSvaratIrTa	mw-only		1		1
BogiBuj	text-independent	ap	1		1
BogiganDikA	mw-only		1		1
BogikAnta	mw-only		1		1
Bogika	mw-only		1		1
Bohara	mw-only		1		1
BojADipa	mw-only		1		1
Bojaka	text-independent	ap90|ap	1		1
BojanaBARqa	mw-only		1		1
BojanatyAga	mw-only		1		1
Bojanavftti	mw-only		1		1
Bojanavyagra	text-independent	ap	1		1
Bojanfpati	mw-only		1		1
BojaprabanDa	mw-only		1		1
BojapurI	mw-only		1		1
Bojapura	mw-only		1		1
BojarAjIya	mw-only		1		1
Bojayitar	pwg-unique				1
BojyakAla	mw-only		1		1
BojyasaMBava	pwg-unique				1
Bojyatva	mw-only		1		1
BolAnATa	mw-only		1		1
Boli	mw-only		1		1
BomIrA	text-independent	ap90|ap	1		1
BowANga	mw-only		1		1
BowAnta	mw-only		1		1
Bowa	mw-only		1		1
BrAmin	text-independent	ap90|ap	1		1
BrAnta	text-independent	ap	1		1
BrAntihara	text-independent	ap	1		1
BrAtfSvaSura	mw-only		1		
BrAtfdvitIyA	text-independent	ap	1	skd	1
BrAtfja	mw-only		1		1
BrAtfpatnI	mw-only		1	skd	1
BrAtfputra	mw-only		1		1
BrAtfvaDU	mw-only		1		1
BrAturjAyA	pwg-unique				1
BrAzwraka	mw-only		1		1
BrAzwraki	mw-only		1		1
BrAzwravratin	mw-only		1		1
BrENgarika	text-independent	bhs			1
BrUkuMSa	mw-only		1		1
BrUvikzepa	mw-only		1		1
BrakuMSa	mw-only		1		1
BramAsakta	mw-only		1		1
BramAtra	text-independent	bhs	1		1
BramarAlaka	mw-only		1		1
BramarAnanda	mw-only		1		1
BramarAri	mw-only		1		1
BramarAtiTi	mw-only		1		1
BramarAvalI	pwg-unique				
Bramara	text-independent	ap90|ap	1		1
BramaracCallI	mw-only		1	skd	1
BramarakIwa	mw-only		1		1
Bramaraka	mw-only		1		1
BramarakuRqa	mw-only		1		1
BramaramArI	mw-only		1	skd	1
Bramarapada	mw-only		1		1
Bramarapriya	mw-only		1		1
Bramaravilasita	mw-only		1		1
Bramarezwa	mw-only		1		1
BramarotsavA	text-independent	ap	1	skd	1
BramatkuwI	text-independent	ap		skd	1
BrukuMSa	mw-only		1		1
BuSuRqa	mw-only		1		1
BujAdala	mw-only		1		1
BujAkaRwa	mw-only		1		
BujAmaDya	mw-only		1		1
BujaMgAKya	mw-only		1		1
BujaMgAkzI	mw-only		1		1
BujaMgaBuj	mw-only		1		1
BujaMgaGAtinI	mw-only		1		1
BujaMgadamanI	mw-only		1		
BujaMgahan	mw-only		1		1
BujaMgajihvA	mw-only		1		1
BujaMgakanyA	mw-only		1		1
BujaMgalatA	mw-only		1		1
BujaMgaparRinI	mw-only		1		1
BujaMgaprayAta	mw-only		1		1
BujaMgasaMgatA	mw-only		1		1
BujaMgavijfmBita	mw-only		1		1
BujaMgeSa	mw-only		1		1
BujaMgerita	mw-only		1		1
BujaMgikA	mw-only		1		1
BujaSiKara	mw-only		1		1
BujaSiras	text-independent	ap	1		1
Bujabala	pwg-unique				1
Bujadala	mw-only		1		1
BujagABojin	text-independent	ap	1		1
BujagASana	mw-only		1		1
BujagAntaka	mw-only		1		1
BujagaSiSusfta	mw-only		1		1
BujagadAraRa	mw-only		1		1
Bujakowara	mw-only		1		1
Bujanagara	mw-only		1		1
BukkaBUpAla	mw-only		1		1
BuktasamujJita	mw-only		1		1
Buktiprada	mw-only		1		1
BuktocCizwa	mw-only		1		1
BuvanakoSa	mw-only		1	skd	1
BuvanamallavIra	mw-only		1		1
BuvaneSa	mw-only		1		1
CA	text-independent	ap	1	skd	1
CAcCikA	pwg-unique				1
CAdita	text-independent	ap90|ap	1		
CAgaBojin	text-independent	ap			1
CAgaRa	mw-only		1		1
CAgalAntrI	mw-only		1	skd	1
CAgalAntrikA	mw-only		1	skd	1
CAgalaka	text-independent	bhs	1		1
CAgalakzaRa	mw-only		1		1
CAgaraTa	mw-only		1		1
CAgavAhana	mw-only		1		1
CAgeya	mw-only		1		1
CAgikA	text-independent	ap90|ap	1	skd	
CAnda	mw-only		1		1
CAndoga	mw-only		1		1
CAndogika	mw-only		1		1
CAndogya	mw-only		1		1
CAttradarSana	mw-only		1		1
CAttragaRqa	mw-only		1		1
CAwA	mw-only		1		1
CAyABft	text-independent	ap	1	skd	1
CAyANka	mw-only		1		1
CAyAkara	mw-only		1		1
CAyAmAna	mw-only		1		1
CAyAmfgaDara	mw-only		1		1
CAyAmitra	mw-only		1		1
CAyAnAwaka	mw-only		1		1
CAyApaTa	mw-only		1		1
CAyApuruza	mw-only		1		1
CAyAsuta	mw-only		1		1
CAyAtanaya	mw-only		1		1
CAyAtmaja	mw-only		1		1
COtu	mw-only		1		1
Ca	text-independent	ap90|ap	1	skd	1
Cadapattra	mw-only		1		1
CadmaveSin	text-independent	ap			
