idx	run	chapter	cluster	type	severity	triage	rule	status
1089	gasuns2026-21-glava3-04	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1090	gasuns2026-21-glava3-04	glava3	Д5	missing_context_of_hymn	minor	SKIP	R2	not_applicable
1091	gasuns2026-21-glava3-04	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1092	gasuns2026-21-glava3-04	glava3	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
1093	gasuns2026-21-glava3-04	glava3	Д3	unsupported_reading	minor	SOFTEN	R6	safe_apply
1094	gasuns2026-21-glava3-04	glava3	Д2	logical_consistency	minor	APPLY	R6	safe_apply
1095	gasuns2026-22-glava3-05	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
1096	gasuns2026-22-glava3-05	glava3	Д1	mistranslated_native_term	minor	APPLY	R6	safe_apply
1097	gasuns2026-22-glava3-05	glava3	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
1098	gasuns2026-22-glava3-05	glava3	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
1099	gasuns2026-22-glava3-05	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1100	gasuns2026-22-glava3-05	glava3	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
1101	gasuns2026-22-glava3-05	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1102	gasuns2026-23-glava3-06	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1103	gasuns2026-23-glava3-06	glava3	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
1104	gasuns2026-23-glava3-06	glava3	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
1105	gasuns2026-23-glava3-06	glava3	Д4	unattributed_commentary	info	SKIP	R3	human_judgment
1106	gasuns2026-23-glava3-06	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1107	gasuns2026-23-glava3-06	glava3	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
1108	gasuns2026-24-glava3-07	glava3	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
1109	gasuns2026-24-glava3-07	glava3	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
1110	gasuns2026-24-glava3-07	glava3	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
1111	gasuns2026-24-glava3-07	glava3	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
1112	gasuns2026-24-glava3-07	glava3	Д2	imprecise_formulation	minor	APPLY	R6	safe_apply
1113	gasuns2026-26-art-morfonol-01	art	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
1114	gasuns2026-26-art-morfonol-01	art	Д1	terminological_ambiguity	minor	APPLY	R1	already_addressed
1115	gasuns2026-26-art-morfonol-01	art	Д2	incomplete_example	minor	APPLY	R1	already_addressed
1116	gasuns2026-26-art-morfonol-01	art	Д4	unclear_reference	minor	SKIP	R3	human_judgment
1117	gasuns2026-27-art-omonim-01	art	Д4	missing_source	minor	SKIP	R3	human_judgment
1118	gasuns2026-27-art-omonim-01	art	Д5	academic_etiquette	minor	SKIP	R2	not_applicable
1119	gasuns2026-27-art-omonim-01	art	Д4	missing_source	minor	SKIP	R3	human_judgment
1120	gasuns2026-27-art-omonim-01	art	Д4	missing_source	minor	SKIP	R3	human_judgment
1121	gasuns2026-28-art-vargi-01	art	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
1122	gasuns2026-28-art-vargi-01	art	Д3	unsupported_semantization	minor	SOFTEN	R5	human_judgment
1123	gasuns2026-28-art-vargi-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
1124	gasuns2026-28-art-vargi-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
1125	gasuns2026-28-art-vargi-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
1126	gasuns2026-28-art-vargi-01	art	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
